Structure,Index,Name,Visible,Tagged,Visibility Locked,Color,Calculate Charges,Number of Atoms,Molecular Formula,Molecular Composition,Molecular Weight,Exact Mol. Weight,Net Formal Charge,AbsoluteEnergy,ConfNumber,RelativeEnergy,11b-HSD-1-refinedX005-1-HBA-model4new,11b-HSD-triterpenes-common-features,11b-HSD1-X005-1-HBA-ohneShape-model4,11b-HSD1-X005-1-model1,11b-HSD2-refinedX005-2-model2new,17b-HSD3-DS-model-1-X007-1,17b-HSD3-DS-model-2-X007-31,17b-HSD4-quercetin-Wetzel-final,17b-HSD4-Quercetin-Wetzel-HBA-F-model3-2,17b-HSD4-Quercetin-Wetzel-HBA-F-model8-1,17b-HSD5-1ry8-rut-1.60-x-1,17b-HSD5-1s2c-flf-1.80-x-1-s,17b-HSD5-1s2c-flf-1.80-x-1,17b-HSD5-1s2c-flf-1.80-x-2-s,17b-HSD5-1zq5-e04-1.30-x-2-s,17b-HSD5-2f38-15m-2.00-x-1-s,17b-HSD5-X009-2,17b-HSD7-Fiala-DS-shapemodell_30,17b-HSD7-Fiala-DS-shapemodell_42,17b-HSD7-Fiala-DS-shapemodell_49,5-LO-N004-1,5-LO-N004-2,5-LO-W001-5,AChE-1acj-tha-HBA-vers,AChE-GNT-Hypo1-shape,AChE-X015-1,aromatase-X006-1,aromatase-X006-2,aromatase-X006-3,COX-1-X017-1,CYP2D6-quant-X012-1,CYP2D6-X012-3,CYP2D6-X012-42,FXR-1osh-fex-1.78-d-1,FXR-1osh-fex-1.78-d-2,FXR-3bej-muf-1.90-x-2-s,FXR-3bej-muf-1.90-x-2,FXR-3fli-33y-2.00-x-1-s,FXR-3fli-33y-2.00-x-1,FXR-X008-1,GR-1nhz-486-2.30-T-2,GR-1nhz-486-2.30-T-3,GR-1nhz-486-2.30-T-4,GR-1nhz-486-2.30-T-5,GR-1p93-dex-2.70-T-1,GR-3bqd-day-2.50-T-1,GR-3bqd-day-2.50-T-2,GR-3cld-gw6-2.84-T-1,GR-3e7c-866-2.15-T-1,GR-T001-1,GR-T001-2,GR-T001-3,GR-T002-1,GR-T002-2,GR-T003-1,GR-T007-1,GR-T008-1,GR-T009-1,GR-T010-1,GR-T011-1,GR-T012-1,GR-T013-1,GR-T014-1,GR-T017-1,IKK2-3rzf-xnm-4.00-n-1,IKK2-N001-6,LXR-1pq6,LXR-1pqc,LXR-1uhl,LXR-1upv,LXR-1upw,LXR-2acl,LXR-3fal,LXR-3fc6,model_DS4,mPGES-1-Hypo_62_01-non-acidic,mPGES-1-X019-2,MR-2a3i-c0r-1.95-Z-1,MR-2aa2-as4-1.95-Z-1,MR-2aa2-as4-1.95-Z-2,MR-2oax-snl-2.29-Z-1,MR-Z001-1,MR-Z001-2,MR-Z002-1,MR-Z002-2,NFkB-DNA-site-N003-1,p38-MAPK-1a9u-sb2-800mod1_h,p38-MAPK-1bl6-sb6-800mod1_h,p38-MAPK-1bmk-sb5-800mod1_ha,p38-MAPK-1ouk+shape,p38-MAPK-1wbvneu+shape,p38-MAPK-2rg6-3cg2+shape,p38-MAPK-3dt1-3ctq+shape,PPARa-1i7g-az2-2.24-x-1,PPARa-1k7l-544-2.50-p-1-s,PPARa-1k7l-544-2.50-p-1,PPARa-1kkq-471-3.00-x-1,PPARa-P007-1,PPARd-1gwx-433-2.50-p-1-s,PPARd-1gwx-433-2.50-p-1,PPARd-1y0s-331-2.65-p-1-s,PPARd-1y0s-331-2.65-p-1,PPARd-1y0s-331-2.65-p-2-s,PPARd-2j14-gni-2.80-p-1-s,PPARg-1fm6-brl-2.10-p-1-s,PPARg-1fm6-brl-2.10-p-1,PPARg-1fm9-570-2.10-x-1,PPARg-1fm9-570-2.10-x-2,PPARg-1i7i-az2-2.35-x-1,PPARg-1k74-544-2.30-p-1-s,PPARg-1knu-ypa-2.50-p-1-s,PPARg-1knu-ypa-2.50-p-2-s,PPARg-1nyx-drf-2.65-p-1-s,PPARg-1nyx-drf-2.65-p-1,PPARg-1nyx-drf-2.65-p-2-s,PPARg-1wm0-plb-2.90-p-1-s,PPARg-1zeo-c01-2.50-p-1-s,PPARg-1zeo-c01-2.50-p-1,PPARg-1zgy-brl-1.80-p-1-s,PPARg-2ath-3ea-2.28-p-1-s,PPARg-2f4b-eha-2.07-p-1-s,PPARg-2fvj-ro0-1.99-p-1-s,PPARg-2g0g-sp0-2.54-p-1-s,PPARg-2g0g-sp0-2.54-p-1,PPARg-2g0h-sp3-2.30-p-1-s,PPARg-2gtk-208-2.10-p-1-s,PPARg-2hfp-nsi-2.00-p-1-s,PPARg-2prg-brl-2.30-p-1-s,PPARg-2prg-brl-2.30-p-1,PPARg-2q59-240-2.20-p-1-s,PPARg-4prg-072-2.90-p-1-s,PPARg-P002-1,PTP1b-1bzj-pic-2.25-d-1,PTP1b-1c84-761-2.35-d-1,PTP1b-1c85-oba-2.72-d-1,PTP1b-1c86-opa-2.30-d-1,PTP1b-1c87-opa-2.10-d-1,PTP1b-1c88-ota-1.80-d-1,PTP1b-1ecv-878-1.95-d-2,PTP1b-1gfy-col-2.13-d-1,PTP1b-2bgd-t1d-2.40-d-1,PTP1b-2cnf-f32-2.20-d-1-s,PTP1b-2cnf-f32-2.20-d-1,PTP1b-2cng-ize-1.90-d-1,PTP1b-2cni-izf-2.00-d-1-s,PTP1b-2cni-izf-2.00-d-1
,211,Bidenoside B,false,false,false,255 255 255 255,false,,,,,,,59.9627,1,18.9254,0.055953,0,0.508227,0,0.183607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687975,0.779339,0,0,0,0,0.727399,0.391589,0.705275,0.880618,0.918726,0,0,0,0,0.21457,0.144775,0.144775,0.463334,0,0,0,0,0,0,7.96612e-006,0,0,0,0,0.000103221,0,0,0,0,0,0,0.0253143,0,0,0,0,0,0,0.395728,0,0,0,0,0,0,0,0,0,0,0,0.491752,0.247392,0.772247,0.255929,0,0,0,0.000103221,0,0,0.579975,0,0,0,0,0,0.496849,0,0,0,0,0,0,0,0,0,0,0.456169,0.456169,0,0,0.147397,0,0.282091,0.637835,0.0695611,0.0695611,0.0458515,0,0,0,0.13686,0.0495641,0,0,0,0,0,0.053699,0.120995,0.031509,0.262978,0.213331,0,0.00226073,0,0,0,0,0,0,0.0701965,0,0.000146251,0,0,0,0,0
,212,Bipinnatone A,false,false,false,255 255 255 255,false,,,,,,,62.8902,1,19.5819,0.426886,0,0.558305,0,0.169829,0,0,0,0,0.514299,0,0,0,0,0,0,0,0,0,0,0.208455,0.697795,0,0,0,0,0,0.794344,0,0.421814,0.271116,0.844635,0,0.00906015,0,0,0,6.75118e-011,6.75118e-011,0.339633,0,0,0,0,0,0,0,0,0,2.7178e-005,0.000373909,0.0310095,0,0,0,0,0,0,0,0,0,0,0,0,0.0371362,0.448257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431846,0,0.000373909,0.0310095,0,0.187647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43273e-005,0,0,0,0,0,0.0307958,0,0,0,6.84001e-005,6.84001e-005,3.99536e-007,0,0,0,0,0,0,0.25582,0,0,0,0,0.192812,0,0,0.00432302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,213,Bipinnatone B,false,false,false,255 255 255 255,false,,,,,,,56.0479,1,19.7855,0.0127821,0,0.101184,0,0.145771,0,0,1.15867e-007,5.27138e-008,0.423721,0,0,0,0,0,0,0,0,0,0,0.439206,0.679417,0.145377,0,0,0,0,0.720824,0,0.514471,0.27952,0.910073,0,0,0,0,0,0,0,0.00178838,0,0,0,0,0,0,0.000663501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812435,0.389604,0,0,0,0,0,0,0,0,0,0,0,0.0856049,0,0,0,0.116259,0,0,0,0,0.0617655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444834,0.0444834,0,0,0.0239645,0,0,0,0.00867714,0.00867714,0,0.0181441,0,0,0,0,0,0.148463,0,0,0,0.0224914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,214,Brackenin (RR),false,false,false,255 255 255 255,false,,,,,,,73.7993,1,19.9648,0.255138,0,0.255138,0,0,0,0,0.0381939,2.3747e-016,0.50307,0,0,0,0,0,0,0,0,0,0,0,0.243296,0.863841,0,0,0,0.213251,0.782122,0.555097,0.0272813,0.494223,0.699319,0,0,0,0,3.24474e-009,0.00220511,0.00220511,0.242044,0,0,0,0,0,0,0,0,0.228456,0,0,0.0614223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401845,0.00208562,0,0,0,0.00303063,0.46444,0,0,0,0,0,0.0890862,0,0.203913,0.0310706,0,0,0,0.0614223,0,0.452464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227903,0.227903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,215,Calomelanen,false,false,false,255 255 255 255,false,,,,,,,54.5373,1,19.9032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478403,0,0.593182,0,0,0.757543,0,0.642542,0.330652,0.782891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668683,0,0,0,0,0,0,0,0,0,0.857115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,216,Calomelanol A (R),false,false,false,255 255 255 255,false,,,,,,,70.7219,1,19.8901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221477,0,0.730238,0,0,0,0,0.624503,0.703317,0.637937,0.421673,0.949156,0,0,0,0,0,0.323551,0.323551,0.169272,0,0,0,0,0,0,0,0,0,0,0,0.216363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216363,0.782902,0.0319278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33683e-006,0,0,0,0,0,0,0,0.0153595,0.384665,0.384665,0,0,0,0.156871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,217,Calomelanol B (R),false,false,false,255 255 255 255,false,,,,,,,67.9751,1,19.978,0,0,0,0,0,0,0,0,5.61974e-008,0.000106516,0,0,0,0,0,0,0,0,0,0,0,0,0.854688,0,0,0,0,0.739337,0.583322,0.386397,0.362157,0.81879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569833,0,0,2.89111e-005,0,0,0,0,0,0.0320174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585775,0,0,0,0,0,0,0,0.000114498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,218,Calomelanol C (R),false,false,false,255 255 255 255,false,,,,,,,64.5499,1,19.5374,0,0,0,0,0,0,0.107734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317336,0,0,0,0,0.730456,0.421523,0.431833,0.207039,0.792596,0,0,0,0,0.0387349,0,0,0,0,0,0,0,0,0,0.00111842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,219,Carambolaside A,false,false,false,255 255 255 255,false,,,,,,,57.7318,1,19.9154,0,0,0,0,0,0,0,0,3.5075e-015,0.546412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294717,0.635009,0.529338,0.0657423,0.308461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412877,0,0,0,0,0,0,0,0,0,0,0,0.0438852,0,0,0.000506087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,220,Carambolaside B,false,false,false,255 255 255 255,false,,,,,,,77.1461,1,19.9953,0,0,0,0,0.380223,0,0,0,0,0.237616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776528,0.507171,0,0.243796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,221,Carambolaside C,false,false,false,255 255 255 255,false,,,,,,,68.8712,1,19.9117,0,0,0,0,0.688989,0,0,0,0,0.215257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891908,0.473828,0.0720659,0.342608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277337,0,0,0,0,0,0,0,0,0,0,0,0.00894911,0,0.000624339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,222,Carambolaside D,false,false,false,255 255 255 255,false,,,,,,,84.8484,1,19.7131,0,0,0,0,0.634272,0,0,0,0,0.12661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774843,0.534021,0,0.228979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161992,0,0,0,0,0,0,0,0,0,0,0,0.000376876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,223,Carambolaside E,false,false,false,255 255 255 255,false,,,,,,,69.9234,1,19.7924,0,0,0,0,0.547309,0,0,0,0,0.191668,0,0,0,0,0,0,0,0,0,0,0,0.0752457,0,0,0,0,0,0.79516,0.535766,0.0158301,0.54606,0.512931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371771,0,0,0,0,0,0,0,0,0,0.353534,0,0.1967,0,0.334543,0.0469645,0,0,0,0,0,0,0,0,0,0,0,0,0.0555085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,224,Carambolaside F,false,false,false,255 255 255 255,false,,,,,,,88.9749,1,19.9886,0,0,0,0,0.792705,0,0,0,0,0.0943368,0,0,0,0,0,0,0,0,0,0,0.0406666,0.0211801,0,0,0,0,0,0.854594,0.592939,0.131006,0.490838,0,0,0,0,0,0,0,0,0.129147,0,0,0,0,0,0,0,0,0.0326608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411496,0,0,0,0,0,0,0,0,0,0.577697,0,0.24945,0,0.00444119,2.23019e-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59578e-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,225,Carambolaside I,false,false,false,255 255 255 255,false,,,,,,,95.49,1,19.9791,0,0,0,0,0.617815,0,0,6.77515e-005,0,0.00177006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766251,0.59175,0.0486994,0.473481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00538921,0,0,0,0,0,0,0,0,0,0,0,0.468113,0.492745,0.259136,0.150762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,226,Carambolaside Ia,false,false,false,255 255 255 255,false,,,,,,,83.2338,1,19.7272,0,0,0.0184922,0,0.589525,0,0,0.0146353,8.6678e-014,0.000114515,0,0,0,0,0,0,0,0,0,0,0,0.212941,0,0,0,0,0,0.85957,0.677372,0.241265,0.496093,0,0,0,0,0,0,0,0,0.321643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046167,0,0,0,0,0,0,0,0,0,0.180472,0,0.348652,0.484558,0.332323,0.371759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,227,Carambolaside Ja,false,false,false,255 255 255 255,false,,,,,,,90.6498,1,19.9851,0,0,0,0,0.612243,0,0,3.60977e-008,0,0.00402787,0,0,0,0,0,0,0,0,0,0,0.0650287,0,0,0,0,0,0,0.780469,0.61766,0,0.392603,0,0,0,0,0,0,0,0,0.314136,0,0,0,0,0,0,0,0,0.0945939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00891297,0,0,0,0,0,0.255624,0,0,0,0.175446,0,0.022103,0,0.110664,0,0,0,0,0,0,0.0726503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24876e-007,0,0
,228,Castillene E (R),false,false,false,255 255 255 255,false,,,,,,,118.26,1,15.5978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725069,0,0,0,0,0,0,0,0,0,0,0.407009,0,0,0.376528,0,0.454873,0.268469,0.767231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,229,Ceratiolin (R),false,false,false,255 255 255 255,false,,,,,,,50.492,1,19.3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388653,0,0,0.00667653,0,0,0.319238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,230,Chamuvaritin,false,false,false,255 255 255 255,false,,,,,,,77.2931,1,19.975,0,0,0,0,0,0,0.247096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177602,0,0,0,0,0.799608,0.481052,0.63891,0.568763,0.842564,0,0,0,0,0,0.0127078,0.0127078,0.118308,0,0.000187323,0.000187323,0.0588027,0,0,0,0,0,0,0,0.0804042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174289,0,0,0.0488429,0.0401645,0,0,0,0,0,0,0,0,0,0,0,0,0.0804042,0,0,0.00356227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223498,0,0,0,0,0,0,0,0,0.0397854,0.0397854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,231,Cinnabarone (R),false,false,false,255 255 255 255,false,,,,,,,72.3013,1,19.9915,0.443447,0,0.443447,0,0.374963,0.134131,0.223215,1.73408e-012,0,0.254434,0,0,0,0,0,0,0,0,0,0,0.252862,0.0788597,0.49862,0,0,0,0,0.909903,0.59672,0.589233,0.470797,0.724211,0,0,0,0,0.0548268,0,0,0.556971,1.25634e-006,0,0,0.434976,0,0,0.000129508,0,0,0,0,0.580094,0,0,0,0,0,0,0.282594,0,0,0,0,0,0.0512325,0.181171,0,0,0,0,0.183567,0.0317159,0,0.000262106,0,0.105695,0,0.473838,0,0.369835,0.122774,0,0,0,0.580094,0,0.232967,0.435202,0,0,0,0,0,0,0,0,0.0328543,0,0.0029565,0.0029565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279162,0.0293011,0,0,0,0.053532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,232,Coatline A,false,false,false,255 255 255 255,false,,,,,,,58.43,1,19.9653,0,0,0,0,0,0,0,0.000322582,1.22981e-009,0.00080585,0,0,0,0,0,0,0,0,0,0,0,0,0.809929,0,0.550376,0,0.433546,0.632227,0.473614,0.0336295,0.507897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274648,0,0,0,0,0,0,0,0,0,0,0,0.283733,0,0,0.000129074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436948,0.436948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20794,0.20794,0,0,0,0,0,0,0,0,0,0.000168119,0,0,0,0,0,0,0
,233,Coatline B,false,false,false,255 255 255 255,false,,,,,,,59.0271,1,19.9907,0,0,0,0,0,0,0,0.000140968,2.22895e-018,0.0135413,0,0,0,0,0,0,0,0,0,0,0,0,0.762339,0,0.708947,0,0,0.677373,0.546244,0.207536,0.448179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33809,0,0,0,0,0,0,0,0,0,0,0,0.252309,0,0.256536,0.0293905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452119,0.452119,0,0,0,0,0,0,0,0,0,0,0,0,0.0843729,0,0,0,0,0,0,0,0,0.000535305,0.000535305,0,0,0,0,0,0,0,0,0,0.0471715,0,0,0,0,0,0,0
,234,Cochinchinenin (R),false,false,false,255 255 255 255,false,,,,,,,70.1759,1,19.9715,0,0,0.112423,0,0,0.362849,0,0,0.000787825,0.0713079,0,0,0,0,0,0,0,0,0,0,0.205881,0.183193,0.554327,0,0,0,0,0.76239,0.569879,0.444839,0.612022,0.800898,0,0,0,0,0.0969471,0,0,0.291033,0,0,0,0.0226249,0,0,0.00197068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000738405,0.164026,1.67564e-009,0,0,0,0,0.021438,0,0,0,0,0,0.248717,0,0.212948,0.339597,0,0,0,0,0,0.110146,0,0,0,0,0.106767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,235,Cochinchinenin A,false,false,false,255 255 255 255,false,,,,,,,48.6759,1,19.6095,0,0,0.0827328,0,0,0,0,0,0,0,0,0,0,0.437354,0,0,0,0,0,0,0,0,0.660699,0,0.032576,0,0,0.479373,0,0.172068,0.567537,0.778179,0,0,0,0,0.000856598,0.313545,0.313545,0,0,0,0,0,0,0,0,0,0,0.0510533,0.0141304,0.219892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388258,0.00130394,0,0,0,0,0,0,0,0,0,0.126685,0,0,0,0,0,0.0141304,0.219892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180678,0.180678,0,0,0,0,0,0.340278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,236,Confusoside,false,false,false,255 255 255 255,false,,,,,,,56.2054,1,19.9733,0,0,0,0,0,0,0,4.75789e-009,0.00311855,0.0371132,0,0,0,0,0,0,0,0,0,0,0,0,0.669463,0,0.559048,0,0,0.697618,0.491757,0,0.508749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10565e-005,0,0,0,0.469703,0,0,0,0,0,0,0,0,0,0,0,0.226851,0,0,0.00218308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341522,0.341522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353087,0.353087,0,0,0,0,0,0,0,0,0,0.00381582,0,0,0,0,0,0,0
,237,Corymbone A,false,false,false,255 255 255 255,false,,,,,,,86.0268,1,19.6811,0,0,0,0,0.374557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848573,0.476506,0.678407,0.167454,0.474265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60508e-005,1.60508e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,238,Corymbone B,false,false,false,255 255 255 255,false,,,,,,,76.3612,1,20.001,0,0,0,0,0.381629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850443,0.32407,0.680196,0.290063,0.707704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00665346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938842,0,0,0,0,0,0,0,0,0,0.0386248,0,0,0,0.0346516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39742e-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
